record_00001 value_037
record_01555 value_535
record_01556 value_572
record_01557 value_609
record_01558 value_646
record_01559 value_683
record_01560 value_720
record_01561 value_757
record_01562 value_794
record_01563 value_831
record_01564 value_868
record_01565 value_905
record_01566 value_942
record_01567 value_979
record_01568 value_016
record_01569 value_053
record_01570 value_090
record_01571 value_127
record_01572 value_164
record_01573 value_201
record_01574 value_238
record_01575 value_275
record_01576 value_312
record_01577 value_349
record_01578 value_386
record_01579 value_423
record_01580 value_460
record_01581 value_497
record_01582 value_534
record_01583 value_571
record_01584 value_608
record_01585 value_645
record_01586 value_682
record_01587 value_719
record_01588 value_756
record_01589 value_793
record_01590 value_830
record_01591 value_867
record_01592 value_904
record_01593 value_941
record_01594 value_978
record_01595 value_015
record_01596 value_052
record_01597 value_089
record_01598 value_126
record_01599 value_163
record_01600 value_200
record_01601 value_237
record_01602 value_274
record_01603 value_311
record_01604 value_348
record_01605 value_385
record_01606 value_422
record_01607 value_459
record_01608 value_496
record_01609 value_533
record_01610 value_570
record_01611 value_607
record_01612 value_644
record_01613 value_681
record_01614 value_718
record_01615 value_755
record_01616 value_792
record_01617 value_829
record_01618 value_866
record_01619 value_903
record_01620 value_940
record_01621 value_977
record_01622 value_014
record_01623 value_051
record_01624 value_088
record_01625 value_125
record_01626 value_162
record_01627 value_199
record_01628 value_236
record_01629 value_273
record_01630 value_310
record_01631 value_347
record_01632 value_384
record_01633 value_421
record_01634 value_458
record_01635 value_495
record_01636 value_532
record_01637 value_569
record_01638 value_606
record_01639 value_643
record_01640 value_680
record_01641 value_717
record_01642 value_754
record_01643 value_791
record_01644 value_828
record_01645 value_865
record_01646 value_902
record_01647 value_939
record_01648 value_976
record_01649 value_013
record_01650 value_050
record_01651 value_087
record_01652 value_124
record_01653 value_161
record_01654 value_198
record_01655 value_235
record_01656 value_272
record_01657 value_309
record_01658 value_346
record_01659 value_383
record_01660 value_420
record_01661 value_457
record_01662 value_494
record_01663 value_531
record_01664 value_568
record_01665 value_605
record_01666 value_642
record_01667 value_679
record_01668 value_716
record_01669 value_753
record_01670 value_790
record_01671 value_827
record_01672 value_864
record_01673 value_901
record_01674 value_938
record_01675 value_975
record_01676 value_012
record_01677 value_049
record_01678 value_086
record_01679 value_123
record_01680 value_160
record_01681 value_197
record_01682 value_234
record_01683 value_271
record_01684 value_308
record_01685 value_345
record_01686 value_382
record_01687 value_419
record_01688 value_456
record_01689 value_493
record_01690 value_530
record_01691 value_567
record_01692 value_604
record_01693 value_641
record_01694 value_678
record_01695 value_715
record_01696 value_752
record_01697 value_789
record_01698 value_826
record_01699 value_863
record_01700 value_900
record_01701 value_937
record_01702 value_974
record_01703 value_011
record_01704 value_048
record_01705 value_085
record_01706 value_122
record_01707 value_159
record_01708 value_196
record_01709 value_233
record_01710 value_270
record_01711 value_307
record_01712 value_344
record_01713 value_381
record_01714 value_418
record_01715 value_455
record_01716 value_492
record_01717 value_529
record_01718 value_566
record_01719 value_603
record_01720 value_640
record_01721 value_677
record_01722 value_714
record_01723 value_751
record_01724 value_788
record_01725 value_825
record_01726 value_862
record_01727 value_899
record_01728 value_936
record_01729 value_973
record_01730 value_010
record_01731 value_047
record_01732 value_084
record_01733 value_121
record_01734 value_158
record_01735 value_195
record_01736 value_232
record_01737 value_269
record_01738 value_306
record_01739 value_343
record_01740 value_380
record_01741 value_417
record_01742 value_454
record_01743 value_491
record_01744 value_528
record_01745 value_565
record_01746 value_602
record_01747 value_639
record_01748 value_676
record_01749 value_713
record_01750 value_750
record_01751 value_787
record_01752 value_824
record_01753 value_861
record_01754 value_898
record_01755 value_935
record_01756 value_972
record_01757 value_009
record_01758 value_046
record_01759 value_083
record_01760 value_120
record_01761 value_157
record_01762 value_194
record_01763 value_231
record_01764 value_268
record_01765 value_305
record_01766 value_342
record_01767 value_379
record_01768 value_416
record_01769 value_453
record_01770 value_490
record_01771 value_527
record_01772 value_564
record_01773 value_601
record_01774 value_638
record_01775 value_675
record_01776 value_712
record_01777 value_749
record_01778 value_786
record_01779 value_823
record_01780 value_860
record_01781 value_897
record_01782 value_934
record_01783 value_971
record_01784 value_008
record_01785 value_045
record_01786 value_082
record_01787 value_119
record_01788 value_156
record_01789 value_193
record_01790 value_230
record_01791 value_267
record_01792 value_304
record_01793 value_341
record_01794 value_378
record_01795 value_415
record_01796 value_452
record_01797 value_489
record_01798 value_526
record_01799 value_563
record_01800 value_600
record_01801 value_637
record_01802 value_674
record_01803 value_711
record_01804 value_748
record_01805 value_785
record_01806 value_822
record_01807 value_859
record_01808 value_896
record_01809 value_933
record_01810 value_970
record_01811 value_007
record_01812 value_044
record_01813 value_081
record_01814 value_118
record_01815 value_155
record_01816 value_192
record_01817 value_229
record_01818 value_266
record_01819 value_303
record_01820 value_340
record_01821 value_377
record_01822 value_414
record_01823 value_451
record_01824 value_488
record_01825 value_525
record_01826 value_562
record_01827 value_599
record_01828 value_636
record_01829 value_673
record_01830 value_710
record_01831 value_747
record_01832 value_784
record_01833 value_821
record_01834 value_858
record_01835 value_895
record_01836 value_932
record_01837 value_969
record_01838 value_006
record_01839 value_043
record_01840 value_080
record_01841 value_117
record_01842 value_154
record_01843 value_191
record_01844 value_228
record_01845 value_265
record_01846 value_302
record_01847 value_339
record_01848 value_376
record_01849 value_413
record_01850 value_450
record_01851 value_487
record_01852 value_524
record_01853 value_561
record_01854 value_598
record_01855 value_635
record_01856 value_672
record_01857 value_709
record_01858 value_746
record_01859 value_783
record_01860 value_820
record_01861 value_857
record_01862 value_894
record_01863 value_931
record_01864 value_968
record_01865 value_005
record_01866 value_042
record_01867 value_079
record_01868 value_116
record_01869 value_153
record_01870 value_190
record_01871 value_227
record_01872 value_264
record_01873 value_301
record_01874 value_338
record_01875 value_375
record_01876 value_412
record_01877 value_449
record_01878 value_486
record_01879 value_523
record_01880 value_560
record_01881 value_597
record_01882 value_634
record_01883 value_671
record_01884 value_708
record_01885 value_745
record_01886 value_782
record_01887 value_819
record_01888 value_856
record_01889 value_893
record_01890 value_930
record_01891 value_967
record_01892 value_004
record_01893 value_041
record_01894 value_078
record_01895 value_115
record_01896 value_152
record_01897 value_189
record_01898 value_226
record_01899 value_263
record_01900 value_300
record_01901 value_337
record_01902 value_374
record_01903 value_411
record_01904 value_448
record_01905 value_485
record_01906 value_522
record_01907 value_559
record_01908 value_596
record_01909 value_633
record_01910 value_670
record_01911 value_707
record_01912 value_744
record_01913 value_781
record_01914 value_818
record_01915 value_855
record_01916 value_892
record_01917 value_929
record_01918 value_966
record_01919 value_003
record_01920 value_040
record_01921 value_077
record_01922 value_114
record_01923 value_151
record_01924 value_188
record_01925 value_225
record_01926 value_262
record_01927 value_299
record_01928 value_336
record_01929 value_373
record_01930 value_410
record_01931 value_447
record_01932 value_484
record_01933 value_521
record_01934 value_558
record_01935 value_595
record_01936 value_632
record_01937 value_669
record_01938 value_706
record_01939 value_743
record_01940 value_780
record_01941 value_817
record_01942 value_854
record_01943 value_891
record_01944 value_928
record_01945 value_965
record_01946 value_002
record_01947 value_039
record_01948 value_076
record_01949 value_113
record_01950 value_150
record_01951 value_187
record_01952 value_224
record_01953 value_261
record_01954 value_298
record_01955 value_335
record_01956 value_372
record_01957 value_409
